GeneID	resource	identifier
100873586	HGNC	HGNC:43220
100873587	HGNC	HGNC:43221
100873588	HGNC	HGNC:43222
100873589	HGNC	HGNC:43223
100873590	HGNC	HGNC:43224
100873591	HGNC	HGNC:43225
100873592	HGNC	HGNC:43226
100873593	HGNC	HGNC:43227
100873594	HGNC	HGNC:43228
100873595	HGNC	HGNC:43229
100873596	HGNC	HGNC:43230
100873597	HGNC	HGNC:43231
100873598	HGNC	HGNC:43232
100873599	HGNC	HGNC:43236
100873600	HGNC	HGNC:43237
100873601	HGNC	HGNC:43238
100873602	HGNC	HGNC:43239
100873603	HGNC	HGNC:43240
100873604	HGNC	HGNC:43241
100873605	HGNC	HGNC:43243
100873606	HGNC	HGNC:43244
100873607	HGNC	HGNC:43245
100873608	HGNC	HGNC:43246
100873609	HGNC	HGNC:43247
100873610	HGNC	HGNC:43248
100873611	HGNC	HGNC:43249
100873612	HGNC	HGNC:43252
100873613	HGNC	HGNC:43253
100873614	HGNC	HGNC:43254
100873615	HGNC	HGNC:43256
100873616	HGNC	HGNC:43257
100873617	HGNC	HGNC:43258
100873618	HGNC	HGNC:43259
100873619	HGNC	HGNC:43260
100873620	HGNC	HGNC:43261
100873621	HGNC	HGNC:43262
100873622	HGNC	HGNC:43263
100873623	HGNC	HGNC:43264
100873624	HGNC	HGNC:43265
100873625	HGNC	HGNC:43266
100873626	HGNC	HGNC:43267
100873627	HGNC	HGNC:43268
100873628	HGNC	HGNC:43269
100873629	HGNC	HGNC:43271
100873630	HGNC	HGNC:43272
100873631	HGNC	HGNC:43273
100873632	HGNC	HGNC:43274
100873633	HGNC	HGNC:43275
100873634	HGNC	HGNC:43278
100873635	HGNC	HGNC:43279
100873636	HGNC	HGNC:43280
100873637	HGNC	HGNC:43282
100873638	HGNC	HGNC:43283
100873639	HGNC	HGNC:43284
100873640	HGNC	HGNC:43285
100873641	HGNC	HGNC:43286
100873642	HGNC	HGNC:43288
100873643	HGNC	HGNC:43290
100873644	HGNC	HGNC:43291
100873645	HGNC	HGNC:43292
100873646	HGNC	HGNC:43293
100873647	HGNC	HGNC:43294
100873648	HGNC	HGNC:43295
100873649	HGNC	HGNC:43296
100873650	HGNC	HGNC:43297
100873651	HGNC	HGNC:43298
100873652	HGNC	HGNC:43299
100873653	HGNC	HGNC:43300
100873654	HGNC	HGNC:43301
100873655	HGNC	HGNC:43302
100873656	HGNC	HGNC:43304
100873657	HGNC	HGNC:43305
100873658	HGNC	HGNC:43306
100873659	HGNC	HGNC:43307
100873660	HGNC	HGNC:43308
100873661	HGNC	HGNC:43309
100873662	HGNC	HGNC:43310
100873663	HGNC	HGNC:43312
100873664	HGNC	HGNC:43313
100873665	HGNC	HGNC:43314
100873666	HGNC	HGNC:43315
100873667	HGNC	HGNC:43316
100873668	HGNC	HGNC:43317
100873669	HGNC	HGNC:43318
100873670	HGNC	HGNC:43319
100873671	HGNC	HGNC:43320
100873672	HGNC	HGNC:43321
100873673	HGNC	HGNC:43322
100873674	HGNC	HGNC:43323
100873675	HGNC	HGNC:43324
100873676	HGNC	HGNC:43325
100873677	HGNC	HGNC:43326
100873678	HGNC	HGNC:43327
100873679	HGNC	HGNC:43328
100873680	HGNC	HGNC:43330
100873681	HGNC	HGNC:43331
100873682	HGNC	HGNC:43332
100873683	HGNC	HGNC:43333
100873684	HGNC	HGNC:43334
100873685	HGNC	HGNC:43336
100873686	HGNC	HGNC:43337
100873687	HGNC	HGNC:43338
100873688	HGNC	HGNC:43340
100873689	HGNC	HGNC:43341
100873690	HGNC	HGNC:43344
100873691	HGNC	HGNC:43345
100873692	HGNC	HGNC:43346
100873693	HGNC	HGNC:43347
100873694	HGNC	HGNC:43349
100873695	HGNC	HGNC:43350
100873696	HGNC	HGNC:43351
100873697	HGNC	HGNC:43352
100873698	HGNC	HGNC:43353
100873699	HGNC	HGNC:43354
100873700	HGNC	HGNC:43355
100873701	HGNC	HGNC:43356
100873702	HGNC	HGNC:43357
100873703	HGNC	HGNC:43359
100873704	HGNC	HGNC:43360
100873705	HGNC	HGNC:43361
100873706	HGNC	HGNC:43362
100873707	HGNC	HGNC:43363
100873708	HGNC	HGNC:43364
100873709	HGNC	HGNC:43365
100873710	HGNC	HGNC:43366
100873711	HGNC	HGNC:43367
100873712	HGNC	HGNC:43369
100873713	HGNC	HGNC:43370
100873714	HGNC	HGNC:43371
100873715	HGNC	HGNC:43372
100873716	HGNC	HGNC:43374
100873717	HGNC	HGNC:43375
100873718	HGNC	HGNC:43376
100873719	HGNC	HGNC:43377
100873720	HGNC	HGNC:43378
100873721	HGNC	HGNC:43379
100873722	HGNC	HGNC:43380
100873723	HGNC	HGNC:43381
100873724	HGNC	HGNC:43382
100873725	HGNC	HGNC:43383
100873726	HGNC	HGNC:43384
100873727	HGNC	HGNC:43385
100873728	HGNC	HGNC:43386
100873729	HGNC	HGNC:43387
100873730	HGNC	HGNC:43388
100873731	HGNC	HGNC:43389
100873732	HGNC	HGNC:43390
100873733	HGNC	HGNC:43391
100873734	HGNC	HGNC:43392
100873735	HGNC	HGNC:43393
100873736	HGNC	HGNC:43394
100873737	HGNC	HGNC:43395
100873738	HGNC	HGNC:43396
100873739	HGNC	HGNC:43397
100873740	HGNC	HGNC:34250
100873740	Ensembl	ENSG00000207116
100873741	HGNC	HGNC:34252
100873742	HGNC	HGNC:38600
100873743	HGNC	HGNC:39606
100873744	HGNC	HGNC:42986
100873745	HGNC	HGNC:34254
100873746	HGNC	HGNC:34258
100873746	Ensembl	ENSG00000207360
100873747	HGNC	HGNC:34274
100873747	Ensembl	ENSG00000207291
100873748	HGNC	HGNC:34277
100873748	Ensembl	ENSG00000207524
100873749	HGNC	HGNC:34278
100873749	Ensembl	ENSG00000201744
100873750	HGNC	HGNC:34279
100873751	HGNC	HGNC:39293
100873752	HGNC	HGNC:39294
100873753	HGNC	HGNC:34260
100873754	HGNC	HGNC:34263
100873754	Ensembl	ENSG00000207449
100873755	HGNC	HGNC:34267
100873755	Ensembl	ENSG00000200153
100873756	HGNC	HGNC:34272
100873757	HGNC	HGNC:34280
100873757	Ensembl	ENSG00000206899
100873758	HGNC	HGNC:34283
100873759	HGNC	HGNC:34289
100873759	Ensembl	ENSG00000207200
100873760	HGNC	HGNC:34290
100873760	Ensembl	ENSG00000206587
100873761	HGNC	HGNC:42542
100873762	HGNC	HGNC:42543
100873763	HGNC	HGNC:42545
100873763	Ensembl	ENSG00000223024
100873764	HGNC	HGNC:42546
100873765	HGNC	HGNC:42547
100873765	Ensembl	ENSG00000223280
100873766	HGNC	HGNC:42548
100873766	Ensembl	ENSG00000252952
100873767	HGNC	HGNC:42549
100873768	HGNC	HGNC:42553
100873768	Ensembl	ENSG00000252499
100873769	HGNC	HGNC:42554
100873769	Ensembl	ENSG00000252928
100873770	HGNC	HGNC:42556
100873770	Ensembl	ENSG00000200267
100873771	HGNC	HGNC:42557
100873771	Ensembl	ENSG00000222791
100873772	HGNC	HGNC:42558
100873772	Ensembl	ENSG00000252385
100873773	HGNC	HGNC:42559
100873774	HGNC	HGNC:42561
100873774	Ensembl	ENSG00000207203
100873775	HGNC	HGNC:42562
100873775	Ensembl	ENSG00000207012
100873776	HGNC	HGNC:42565
100873776	Ensembl	ENSG00000251753
100873777	HGNC	HGNC:42566
100873777	Ensembl	ENSG00000206787
100873778	HGNC	HGNC:42568
100873779	HGNC	HGNC:42569
100873779	Ensembl	ENSG00000199381
100873780	HGNC	HGNC:42571
100873780	Ensembl	ENSG00000202478
100873781	HGNC	HGNC:42572
100873782	HGNC	HGNC:42573
100873782	Ensembl	ENSG00000207298
100873783	HGNC	HGNC:42645
100873784	HGNC	HGNC:42994
100873785	HGNC	HGNC:41515
100873786	HGNC	HGNC:41950
100873787	HGNC	HGNC:38783
100873788	HGNC	HGNC:39635
100873789	HGNC	HGNC:39065
100873790	HGNC	HGNC:39442
100873791	HGNC	HGNC:43579
100873792	HGNC	HGNC:42876
100873793	HGNC	HGNC:38808
100873794	HGNC	HGNC:39401
100873795	HGNC	HGNC:42637
100873796	HGNC	HGNC:39402
100873797	HGNC	HGNC:39642
100873798	HGNC	HGNC:39705
100873799	HGNC	HGNC:39882
100873800	HGNC	HGNC:42472
100873801	HGNC	HGNC:42473
100873802	HGNC	HGNC:42478
100873803	HGNC	HGNC:42480
100873804	HGNC	HGNC:42481
100873805	HGNC	HGNC:42483
100873806	HGNC	HGNC:42484
100873807	HGNC	HGNC:42485
100873808	HGNC	HGNC:42488
100873809	HGNC	HGNC:42489
100873810	HGNC	HGNC:42490
100873811	HGNC	HGNC:38697
100873812	HGNC	HGNC:39960
100873813	HGNC	HGNC:41922
100873814	HGNC	HGNC:41943
100873815	HGNC	HGNC:41944
100873816	HGNC	HGNC:41946
100873817	HGNC	HGNC:41968
100873818	HGNC	HGNC:42004
100873819	HGNC	HGNC:42476
100873820	HGNC	HGNC:42494
100873821	HGNC	HGNC:42495
100873822	HGNC	HGNC:42496
100873823	HGNC	HGNC:42497
100873824	HGNC	HGNC:42505
100873825	HGNC	HGNC:42506
100873826	HGNC	HGNC:42510
100873827	HGNC	HGNC:42511
100873828	HGNC	HGNC:42512
100873829	HGNC	HGNC:42513
100873830	HGNC	HGNC:42515
100873831	HGNC	HGNC:42519
100873832	HGNC	HGNC:42522
100873833	HGNC	HGNC:42523
100873834	HGNC	HGNC:42524
100873835	HGNC	HGNC:42525
100873836	HGNC	HGNC:42526
100873837	HGNC	HGNC:42528
100873838	HGNC	HGNC:42530
100873839	HGNC	HGNC:42531
100873840	HGNC	HGNC:42532
100873841	HGNC	HGNC:42534
100873842	HGNC	HGNC:42616
100873843	HGNC	HGNC:42617
100873844	HGNC	HGNC:42618
100873845	HGNC	HGNC:42619
100873846	HGNC	HGNC:42620
100873847	HGNC	HGNC:42621
100873848	HGNC	HGNC:42622
100873849	HGNC	HGNC:42623
100873850	HGNC	HGNC:42624
100873851	HGNC	HGNC:42625
100873852	HGNC	HGNC:42626
100873853	HGNC	HGNC:42627
100873854	HGNC	HGNC:42639
100873855	HGNC	HGNC:42648
100873856	HGNC	HGNC:42797
100873856	Ensembl	ENSG00000252277
100873857	HGNC	HGNC:42798
100873857	Ensembl	ENSG00000276844
100873858	HGNC	HGNC:39260
100873859	HGNC	HGNC:39850
100873860	HGNC	HGNC:39890
100873861	HGNC	HGNC:41945
100873862	HGNC	HGNC:41947
100873863	HGNC	HGNC:41963
100873864	HGNC	HGNC:42364
100873865	HGNC	HGNC:42504
100873866	HGNC	HGNC:42514
100873867	HGNC	HGNC:42516
100873868	HGNC	HGNC:42518
100873869	HGNC	HGNC:42520
100873870	HGNC	HGNC:42521
100873871	HGNC	HGNC:42527
100873872	HGNC	HGNC:42529
100873873	HGNC	HGNC:42628
100873874	HGNC	HGNC:42638
100873875	HGNC	HGNC:42643
100873876	HGNC	HGNC:38576
100873877	HGNC	HGNC:38587
100873878	HGNC	HGNC:39258
100873879	HGNC	HGNC:39301
100873880	HGNC	HGNC:39640
100873881	HGNC	HGNC:39654
100873882	HGNC	HGNC:39690
100873883	HGNC	HGNC:39706
100873884	HGNC	HGNC:41516
100873885	HGNC	HGNC:41517
100873886	HGNC	HGNC:42037
100873887	HGNC	HGNC:42450
100873888	HGNC	HGNC:42533
100873889	HGNC	HGNC:39003
100873890	HGNC	HGNC:39104
100873891	HGNC	HGNC:39114
100873892	HGNC	HGNC:39120
100873893	HGNC	HGNC:39121
100873894	HGNC	HGNC:39122
100873895	HGNC	HGNC:39185
100873896	HGNC	HGNC:39188
100873897	HGNC	HGNC:39280
100873898	HGNC	HGNC:39304
100873899	HGNC	HGNC:39306
100873900	HGNC	HGNC:39308
100873901	HGNC	HGNC:39313
100873902	HGNC	HGNC:40255
100873903	HGNC	HGNC:31733
100873904	HGNC	HGNC:37457
100873905	HGNC	HGNC:39124
100873906	HGNC	HGNC:39189
100873906	Ensembl	ENSG00000254735
100873907	HGNC	HGNC:39203
100873908	HGNC	HGNC:39317
100873909	HGNC	HGNC:39515
100873910	HGNC	HGNC:39517
100873911	HGNC	HGNC:39518
100873912	HGNC	HGNC:39519
100873913	HGNC	HGNC:39520
100873914	HGNC	HGNC:39521
100873916	HGNC	HGNC:40185
100873917	HGNC	HGNC:40346
100873917	Ensembl	ENSG00000224563
100873918	HGNC	HGNC:40376
100873919	HGNC	HGNC:40395
100873920	HGNC	HGNC:40403
100873921	HGNC	HGNC:40571
100873921	Ensembl	ENSG00000237341
100873922	HGNC	HGNC:40617
100873922	Ensembl	ENSG00000234230
100873923	HGNC	HGNC:41173
100873924	HGNC	HGNC:42509
100873926	HGNC	HGNC:40013
100873928	HGNC	HGNC:40126
100873929	HGNC	HGNC:40163
100873930	HGNC	HGNC:40182
100873930	Ensembl	ENSG00000231651
100873931	HGNC	HGNC:40183
100873932	HGNC	HGNC:40195
100873932	Ensembl	ENSG00000232878
100873933	HGNC	HGNC:40196
100873933	Ensembl	ENSG00000235777
100873934	HGNC	HGNC:40222
100873935	HGNC	HGNC:40242
100873935	Ensembl	ENSG00000225602
100873937	HGNC	HGNC:40267
100873937	Ensembl	ENSG00000236202
100873938	HGNC	HGNC:40270
100873939	HGNC	HGNC:40345
100873939	Ensembl	ENSG00000250930
100873940	HGNC	HGNC:40387
100873940	Ensembl	ENSG00000250174
100873941	HGNC	HGNC:40421
100873941	Ensembl	ENSG00000224855
100873942	HGNC	HGNC:40445
100873942	Ensembl	ENSG00000224204
100873943	HGNC	HGNC:40451
100873944	HGNC	HGNC:40479
100873944	Ensembl	ENSG00000236188
100873945	HGNC	HGNC:40554
100873945	Ensembl	ENSG00000239718
100873946	HGNC	HGNC:40608
100873946	Ensembl	ENSG00000230489
100873947	HGNC	HGNC:40738
100873947	Ensembl	ENSG00000232832
100873948	HGNC	HGNC:40780
100873948	Ensembl	ENSG00000250095
100873949	HGNC	HGNC:40892
100873949	Ensembl	ENSG00000231871
100873950	HGNC	HGNC:40920
100873951	HGNC	HGNC:40963
100873952	HGNC	HGNC:41225
100873953	HGNC	HGNC:41236
100873954	HGNC	HGNC:41269
100873955	HGNC	HGNC:41450
100873956	HGNC	HGNC:42328
100873957	HGNC	HGNC:31065
100873958	HGNC	HGNC:31071
100873960	HGNC	HGNC:37969
100873961	HGNC	HGNC:38584
100873962	HGNC	HGNC:38712
100873962	Ensembl	ENSG00000231535
100873963	HGNC	HGNC:38724
100873963	Ensembl	ENSG00000232348
100873964	HGNC	HGNC:38803
100873964	Ensembl	ENSG00000229643
100873965	HGNC	HGNC:39213
100873965	Ensembl	ENSG00000229111
100873966	HGNC	HGNC:39446
100873967	HGNC	HGNC:39717
100873969	HGNC	HGNC:39886
100873969	Ensembl	ENSG00000235984
100873970	HGNC	HGNC:39887
100873972	HGNC	HGNC:39909
100873972	Ensembl	ENSG00000236520
100873973	HGNC	HGNC:39910
100873974	HGNC	HGNC:39958
100873975	HGNC	HGNC:39985
100873976	HGNC	HGNC:39986
100873976	Ensembl	ENSG00000227588
100873977	HGNC	HGNC:39987
100873977	Ensembl	ENSG00000235593
100873978	HGNC	HGNC:39988
100873979	HGNC	HGNC:39989
100873980	HGNC	HGNC:39990
100873980	Ensembl	ENSG00000255660
100873981	HGNC	HGNC:40016
100873982	HGNC	HGNC:40055
100873982	Ensembl	ENSG00000223882
100873983	HGNC	HGNC:40091
100873983	Ensembl	ENSG00000240175
100873984	HGNC	HGNC:40150
100873984	Ensembl	ENSG00000234601
100873985	HGNC	HGNC:40162
100873986	HGNC	HGNC:40234
100873986	Ensembl	ENSG00000231383
100873987	HGNC	HGNC:40235
100873988	HGNC	HGNC:40236
100873989	HGNC	HGNC:40265
100873989	Ensembl	ENSG00000255082
100873990	HGNC	HGNC:40273
100873991	HGNC	HGNC:40295
100873992	HGNC	HGNC:40309
100873993	HGNC	HGNC:40310
100873993	Ensembl	ENSG00000239799
100873994	HGNC	HGNC:40312
100873995	HGNC	HGNC:40317
100873995	Ensembl	ENSG00000237556
100873997	HGNC	HGNC:40323
100873997	Ensembl	ENSG00000229154
100873998	HGNC	HGNC:40370
100873998	Ensembl	ENSG00000230749
100874001	HGNC	HGNC:40392
100874002	HGNC	HGNC:40423
100874002	Ensembl	ENSG00000248668
100874003	HGNC	HGNC:40449
100874004	HGNC	HGNC:40463
100874005	HGNC	HGNC:40526
100874006	HGNC	HGNC:40595
100874007	HGNC	HGNC:40610
100874008	HGNC	HGNC:40616
100874009	HGNC	HGNC:40641
100874010	HGNC	HGNC:40676
100874010	Ensembl	ENSG00000228213
100874011	HGNC	HGNC:40679
100874012	HGNC	HGNC:40740
100874012	Ensembl	ENSG00000255043
100874013	HGNC	HGNC:40742
100874014	HGNC	HGNC:40743
100874014	Ensembl	ENSG00000254453
100874015	HGNC	HGNC:40744
100874016	HGNC	HGNC:40774
100874016	Ensembl	ENSG00000241359
100874018	HGNC	HGNC:40849
100874018	Ensembl	ENSG00000235397
100874019	HGNC	HGNC:40850
100874019	Ensembl	ENSG00000242522
100874020	HGNC	HGNC:40860
100874021	HGNC	HGNC:40861
100874021	Ensembl	ENSG00000226978
100874022	HGNC	HGNC:40914
100874023	HGNC	HGNC:40935
100874024	HGNC	HGNC:40936
100874025	HGNC	HGNC:40956
100874027	HGNC	HGNC:41062
100874027	Ensembl	ENSG00000230115
100874028	HGNC	HGNC:41081
100874028	Ensembl	ENSG00000237485
100874029	HGNC	HGNC:41113
100874029	Ensembl	ENSG00000243849
100874030	HGNC	HGNC:41126
100874031	HGNC	HGNC:41133
100874031	Ensembl	ENSG00000231636
100874032	HGNC	HGNC:41151
100874032	Ensembl	ENSG00000230082
100874033	HGNC	HGNC:41177
100874034	HGNC	HGNC:41227
100874035	HGNC	HGNC:41231
100874035	Ensembl	ENSG00000239508
100874036	HGNC	HGNC:41232
100874036	Ensembl	ENSG00000242925
100874037	HGNC	HGNC:41247
100874037	Ensembl	ENSG00000241648
100874038	HGNC	HGNC:41248
100874038	Ensembl	ENSG00000239519
100874039	HGNC	HGNC:41249
100874039	Ensembl	ENSG00000240549
100874040	HGNC	HGNC:41251
100874041	HGNC	HGNC:41257
100874041	Ensembl	ENSG00000228598
100874042	HGNC	HGNC:41940
100874042	Ensembl	ENSG00000230613
100874043	HGNC	HGNC:42391
100874043	Ensembl	ENSG00000234076
100874044	HGNC	HGNC:42439
100874045	HGNC	HGNC:42660
100874046	HGNC	HGNC:43435
100874047	HGNC	HGNC:43436
100874047	Ensembl	ENSG00000251372
100874048	HGNC	HGNC:43441
100874048	Ensembl	ENSG00000237883
100874049	HGNC	HGNC:43556
100874051	HGNC	HGNC:43630
100874051	Ensembl	ENSG00000253733
100874052	HGNC	HGNC:43643
100874052	Ensembl	ENSG00000253394
100874053	HGNC	HGNC:43670
100874054	MIM	616092
100874054	HGNC	HGNC:43713
100874054	Ensembl	ENSG00000228126
100874055	HGNC	HGNC:43717
100874055	Ensembl	ENSG00000224177
100874056	HGNC	HGNC:38793
100874056	Ensembl	ENSG00000228787
100874057	HGNC	HGNC:38809
100874058	HGNC	HGNC:38873
100874058	Ensembl	ENSG00000236088
100874059	HGNC	HGNC:39210
100874059	Ensembl	ENSG00000224329
100874060	HGNC	HGNC:39636
100874061	HGNC	HGNC:39841
100874063	HGNC	HGNC:39894
100874063	Ensembl	ENSG00000227659
100874064	HGNC	HGNC:39896
100874064	Ensembl	ENSG00000228842
100874065	HGNC	HGNC:39897
100874066	HGNC	HGNC:39912
100874067	HGNC	HGNC:39914
100874068	HGNC	HGNC:39917
100874069	HGNC	HGNC:39935
100874070	HGNC	HGNC:39961
100874071	HGNC	HGNC:39962
100874072	HGNC	HGNC:39963
100874073	HGNC	HGNC:39964
100874074	HGNC	HGNC:39966
100874074	Ensembl	ENSG00000237152
100874075	HGNC	HGNC:39993
100874077	HGNC	HGNC:40088
100874078	HGNC	HGNC:40208
100874078	Ensembl	ENSG00000225037
100874079	HGNC	HGNC:40209
100874080	HGNC	HGNC:40229
100874081	HGNC	HGNC:40237
100874081	Ensembl	ENSG00000234445
100874082	HGNC	HGNC:40289
100874082	Ensembl	ENSG00000224517
100874083	HGNC	HGNC:40315
100874083	Ensembl	ENSG00000240596
100874084	HGNC	HGNC:40316
100874084	Ensembl	ENSG00000242370
100874085	HGNC	HGNC:40419
100874085	Ensembl	ENSG00000235191
100874086	HGNC	HGNC:40427
100874086	Ensembl	ENSG00000225263
100874087	HGNC	HGNC:40428
100874087	Ensembl	ENSG00000233840
100874088	HGNC	HGNC:40431
100874088	Ensembl	ENSG00000236836
100874089	HGNC	HGNC:40514
100874089	Ensembl	ENSG00000239608
100874090	HGNC	HGNC:40546
100874090	Ensembl	ENSG00000232287
100874091	HGNC	HGNC:40587
100874091	Ensembl	ENSG00000240541
100874092	HGNC	HGNC:40598
100874092	Ensembl	ENSG00000223791
100874093	HGNC	HGNC:40614
100874093	Ensembl	ENSG00000238141
100874094	HGNC	HGNC:40620
100874094	Ensembl	ENSG00000233509
100874095	HGNC	HGNC:40648
100874095	Ensembl	ENSG00000226482
100874096	HGNC	HGNC:40672
100874096	Ensembl	ENSG00000229918
100874097	HGNC	HGNC:40722
100874097	Ensembl	ENSG00000229780
100874098	HGNC	HGNC:40785
100874100	HGNC	HGNC:40820
100874100	Ensembl	ENSG00000227646
100874101	HGNC	HGNC:40868
100874101	Ensembl	ENSG00000244502
100874102	HGNC	HGNC:40870
100874102	Ensembl	ENSG00000235849
100874103	HGNC	HGNC:40898
100874104	HGNC	HGNC:40907
100874106	HGNC	HGNC:40923
100874107	HGNC	HGNC:40924
100874108	HGNC	HGNC:41022
100874109	HGNC	HGNC:41031
100874110	HGNC	HGNC:41043
100874111	HGNC	HGNC:41053
100874111	Ensembl	ENSG00000229867
100874112	HGNC	HGNC:41089
100874113	HGNC	HGNC:41101
100874114	HGNC	HGNC:41142
100874114	Ensembl	ENSG00000173811
100874115	HGNC	HGNC:41145
100874116	HGNC	HGNC:41167
100874117	HGNC	HGNC:41169
100874118	HGNC	HGNC:41180
100874118	Ensembl	ENSG00000225235
100874119	HGNC	HGNC:41191
100874120	HGNC	HGNC:41215
100874120	Ensembl	ENSG00000277541
100874121	HGNC	HGNC:41222
100874122	HGNC	HGNC:41239
100874122	Ensembl	ENSG00000227610
100874123	HGNC	HGNC:41927
100874123	Ensembl	ENSG00000177993
100874124	HGNC	HGNC:41973
100874126	HGNC	HGNC:42048
100874127	HGNC	HGNC:42049
100874127	Ensembl	ENSG00000230710
100874128	HGNC	HGNC:42050
100874129	HGNC	HGNC:42396
100874130	HGNC	HGNC:42397
100874131	HGNC	HGNC:42423
100874131	Ensembl	ENSG00000242767
100874132	HGNC	HGNC:42434
100874134	HGNC	HGNC:42503
100874135	HGNC	HGNC:42667
100874136	HGNC	HGNC:42668
100874137	HGNC	HGNC:42669
100874137	Ensembl	ENSG00000226317
100874138	HGNC	HGNC:42670
100874139	HGNC	HGNC:42671
100874143	HGNC	HGNC:42678
100874143	Ensembl	ENSG00000229578
100874144	HGNC	HGNC:42682
100874145	HGNC	HGNC:42686
100874145	Ensembl	ENSG00000230040
100874146	HGNC	HGNC:42687
100874147	HGNC	HGNC:42688
100874150	HGNC	HGNC:42705
100874151	HGNC	HGNC:42708
100874151	Ensembl	ENSG00000226240
100874152	HGNC	HGNC:42715
100874153	HGNC	HGNC:42716
100874154	HGNC	HGNC:42719
100874155	HGNC	HGNC:42720
100874156	HGNC	HGNC:42721
100874157	HGNC	HGNC:42723
100874157	Ensembl	ENSG00000231061
100874158	HGNC	HGNC:42727
100874158	Ensembl	ENSG00000237879
100874159	HGNC	HGNC:42729
100874160	HGNC	HGNC:42734
100874161	HGNC	HGNC:42744
100874163	HGNC	HGNC:42748
100874167	HGNC	HGNC:42758
100874168	HGNC	HGNC:42768
100874169	HGNC	HGNC:42769
100874172	HGNC	HGNC:42777
100874173	HGNC	HGNC:42780
100874173	Ensembl	ENSG00000230156
100874174	HGNC	HGNC:42781
100874175	HGNC	HGNC:42783
100874176	HGNC	HGNC:42785
100874178	HGNC	HGNC:42802
100874179	HGNC	HGNC:42805
100874179	Ensembl	ENSG00000225179
100874180	HGNC	HGNC:42808
100874182	HGNC	HGNC:42815
100874182	Ensembl	ENSG00000226722
100874183	HGNC	HGNC:42996
100874184	HGNC	HGNC:43442
100874185	HGNC	HGNC:43637
100874185	Ensembl	ENSG00000258537
100874186	HGNC	HGNC:43662
100874187	HGNC	HGNC:43703
100874187	Ensembl	ENSG00000261446
100874188	HGNC	HGNC:43721
100874188	Ensembl	ENSG00000223685
100874189	HGNC	HGNC:37154
100874190	HGNC	HGNC:39599
100874190	Ensembl	ENSG00000223662
100874191	HGNC	HGNC:39857
100874192	HGNC	HGNC:39862
100874193	HGNC	HGNC:39864
100874194	HGNC	HGNC:39907
100874194	Ensembl	ENSG00000223392
100874195	HGNC	HGNC:39915
100874195	Ensembl	ENSG00000227528
100874196	HGNC	HGNC:39916
100874196	Ensembl	ENSG00000223815
100874197	HGNC	HGNC:39999
100874198	HGNC	HGNC:40014
100874198	Ensembl	ENSG00000226627
100874199	HGNC	HGNC:40015
100874200	HGNC	HGNC:40083
100874200	Ensembl	ENSG00000240198
100874201	HGNC	HGNC:40090
100874201	Ensembl	ENSG00000240254
100874202	HGNC	HGNC:40106
100874203	HGNC	HGNC:40156
100874203	Ensembl	ENSG00000232814
100874204	HGNC	HGNC:40244
100874204	Ensembl	ENSG00000250218
100874205	HGNC	HGNC:40645
100874205	Ensembl	ENSG00000232684
100874206	HGNC	HGNC:40767
100874206	Ensembl	ENSG00000232490
100874207	HGNC	HGNC:40828
100874207	Ensembl	ENSG00000239445
100874208	HGNC	HGNC:40844
100874208	Ensembl	ENSG00000232132
100874210	HGNC	HGNC:40890
100874211	HGNC	HGNC:40932
100874212	HGNC	HGNC:41023
100874212	Ensembl	ENSG00000236051
100874213	HGNC	HGNC:41024
100874214	HGNC	HGNC:41085
100874214	Ensembl	ENSG00000235897
100874216	HGNC	HGNC:41136
100874216	Ensembl	ENSG00000225542
100874217	HGNC	HGNC:41243
100874218	HGNC	HGNC:41281
100874219	HGNC	HGNC:41939
100874219	Ensembl	ENSG00000234717
100874220	HGNC	HGNC:41976
100874221	HGNC	HGNC:42420
100874221	Ensembl	ENSG00000223351
100874222	HGNC	HGNC:42700
100874222	Ensembl	ENSG00000234377
100874223	HGNC	HGNC:43759
100874224	HGNC	HGNC:34213
100874225	HGNC	HGNC:39769
100874226	HGNC	HGNC:39816
100874227	HGNC	HGNC:39858
100874229	HGNC	HGNC:39889
100874231	HGNC	HGNC:39905
100874231	Ensembl	ENSG00000227213
100874232	HGNC	HGNC:39906
100874233	HGNC	HGNC:39996
100874234	HGNC	HGNC:40116
100874234	Ensembl	ENSG00000256025
100874235	HGNC	HGNC:40118
100874235	Ensembl	ENSG00000256271
100874236	HGNC	HGNC:40155
100874236	Ensembl	ENSG00000224574
100874237	HGNC	HGNC:40702
100874237	Ensembl	ENSG00000243715
100874238	HGNC	HGNC:40717
100874239	HGNC	HGNC:40792
100874239	Ensembl	ENSG00000226272
100874241	HGNC	HGNC:40873
100874241	Ensembl	ENSG00000236581
100874242	HGNC	HGNC:40917
100874243	HGNC	HGNC:40918
100874243	Ensembl	ENSG00000226017
100874244	HGNC	HGNC:41015
100874245	HGNC	HGNC:41016
100874246	HGNC	HGNC:41235
100874246	Ensembl	ENSG00000241155
100874247	HGNC	HGNC:41298
100874248	HGNC	HGNC:42014
100874249	HGNC	HGNC:42517
100874249	Ensembl	ENSG00000255867
100874250	HGNC	HGNC:42655
100874251	HGNC	HGNC:42656
100874251	Ensembl	ENSG00000254960
100874252	HGNC	HGNC:43577
100874253	HGNC	HGNC:43716
100874253	Ensembl	ENSG00000224805
100874254	HGNC	HGNC:39180
100874255	HGNC	HGNC:39967
